search URL:,https://patents.google.com/?q=%28%22beta+distribution%22+OR+%22beta-binomial%22+OR+%22simulation%22%29+AND+%28%22genetic+variant%22+OR+%22genetic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2013029926-A1,Compositions and methods for determing cancer susceptibility ,"Myriad Genetics, Inc.","Kirsten Timms, Jennifer Potter, Jerry Lanchbury",2009-11-05,2010-11-05,2013-01-31,,https://patents.google.com/patent/US20130029926A1/en,https://patentimages.storage.googleapis.com/cf/30/2a/7a4104e8905d20/US20130029926A1-20130131-D00001.png
KR-20230116029-A,Computer implemented method and apparatus for genetic data analysis ,제노믹스 피엘씨,"레이첼 무어, 빈센트 얀 마리 플래그놀, 페르난도 리베로스-맥케이, 마이클 위알, 다니엘 웰스, 크리스토퍼 찰스 알랜 스펜서",2020-12-01,2021-11-26,2023-08-03,,https://patents.google.com/patent/KR20230116029A/en,
EP-4236986-A1,Methods for treating inflammatory ocular diseases with complement factor h ,"Gemini Therapeutics Sub, Inc.","Suresh KATTI, Scott Lauder, Robyn BIGGS, Walter Strapps, Lenore VON KRUSENSTIERN",2020-10-30,2021-10-29,2023-09-06,,https://patents.google.com/patent/EP4236986A1/en,
AU-2015264833-A1,Processing and analysis of complex nucleic acid sequence data ,"Complete Genomics, Inc.","Radoje Drmanac, Bahram Ghaffarzadeh Kermani, Brock A. Peters",2011-04-14,2015-12-02,2015-12-24,,https://patents.google.com/patent/AU2015264833A1/en,
WO-2021097389-A1,Model of fast-spiking neurons regulating neural networks ,Patricia Mackenzie,Patricia Mackenzie,2019-11-15,2020-11-15,2021-05-20,,https://patents.google.com/patent/WO2021097389A1/en,
CA-2677523-A1,Qlts for mastitis resistance in cattle ,"Aarhus Universitet, Mtt Agrifood Research Finland, Estonian University Of Life Sciences, Mogens Sandoe Lund, Christian Bendixen, Goutam Sahana, Peter Soerensen, Soeren Svendsen, Bo Thomsen, Bente Fluegel Majgren, Ayman Mahmoud Sabry, Ingrid Lena Andersson-Eklund, Helmi Johanna Vilkki, Terhi Katarlina Iso-Touru, Sirja Maria Viitala, Nina Frederika Schulman, Nicola Hastings, John Lewis William Williams, John Arthur Woolliams, Ana Isabel Fernandez Avila, Haldja Viinalass, Sirje Varv","Mogens Sandoe Lund, Christian Bendixen, Goutam Sahana, Peter Soerensen, Soeren Svendsen, Bo Thomsen, Bente Fluegel Majgren, Ayman Mahmoud Sabry, Ingrid Lena Andersson-Eklund, Helmi Johanna Vilkki, Terhi Katarlina Iso-Touru, Sirja Maria Viitala, Nina Frederika Schulman, Nicola Hastings, John Lewis William Williams, John Arthur Woolliams, Ana Isabel Fernandez Avila, Haldja Viinalass, Sirje Varv",2006-02-06,2007-02-05,2007-08-16,,https://patents.google.com/patent/CA2677523A1/en,
TR-201815884-T4,Drought tolerant plants. ,"Texas A & M Univ Sys, The State Of Queensland Acting Through The Dept Of Agriculture And Fisheries","Kennneth Borrell Andrew, Robert Jordan David, Mullet John, Klein Patricia",2010-11-15,2011-11-15,2018-11-21,,https://patents.google.com/patent/TR201815884T4/en,
IT-UB20159170-A1,CALCULATOR-BASED METHOD FOR THE DESIGN OF A PRIMER SET ,Diasorin S P A,Rui Luciano Ruo,2015-12-24,2015-12-24,2017-06-24,,https://patents.google.com/patent/ITUB20159170A1/en,
WO-2022248733-A1,Use of estetrol in treatment of respiratory infection diseases ,Neuralis Sa,"Jean-Michel Foidart, Graham Dixon",2021-05-28,2022-05-30,2022-12-01,,https://patents.google.com/patent/WO2022248733A1/en,
TW-201621051-A,Determination of single nucleotide polymorphisms useful to predict response for RASAGILINE ,泰瓦藥品工業有限公司,"瑪里歐 瑪瑟里斯, 瓊安妮 耐特, 莫里 夏儂 柯里森, 安東尼 艾德華 蘭, 詹姆士 洛莉 甘迺迪, 約瑟夫 雷維, 艾米爾 塔奇雷特, 伊瑞斯 葛羅斯曼, 艾莉 伊亞, 奧佛拉 巴尼特",2014-04-01,2015-04-01,2016-06-16,,https://patents.google.com/patent/TW201621051A/en,
US-2020135300-A1,Applying low coverage whole genome sequencing for intelligent genomic routing ,"Color Genomics, Inc.","Gilad Mishne, Jeremiah Ginsberg, Lawrence Sean Hon, William Michael Stedden, Julian Homburger",2018-10-26,2019-10-28,2020-04-30,,https://patents.google.com/patent/US20200135300A1/en,https://patentimages.storage.googleapis.com/2a/b1/cb/ce16aafa37dbfd/US20200135300A1-20200430-D00000.png
CN-110699436-A,Method and system for determining whether there is a deletion of exon 7 in the SMN1 gene of a sample to be tested ,"天津华大医学检验所有限公司, 广州华大基因医学检验所有限公司, 深圳华大基因股份有限公司, 深圳华大临床检验中心","郭凤禹, 宋立洁, 孙隽, 王亚玲, 范林林, 彭智宇",2018-07-10,2018-07-10,2020-01-17,,https://patents.google.com/patent/CN110699436A/en,https://patentimages.storage.googleapis.com/51/44/2c/b8920b3c8504a9/HDA0001725135690000011.png
CN-113416771-A,"Probe composition, detection reagent and detection kit for detecting sitosterolemia related gene mutation ",苏州源河医疗科技有限公司,"黄守锋, 严浩",2021-05-17,2021-05-17,2021-09-21,,https://patents.google.com/patent/CN113416771A/en,https://patentimages.storage.googleapis.com/cc/25/e0/04a7d3e5e2b3c6/HDA0003069473060000011.png
BR-112021012231-A2,MODULATION OF CARBON FLOW THROUGH MEG AND C3 PATHWAYS FOR IMPROVED PRODUCTION OF MONOETHYLENE GLYCOL AND C3 COMPOUNDS ,Braskem S.A.,"Ane Fernanda Beraldi Zeidler, Beatriz Leite Magalhães (Falecida), Lucas Pederson PARIZZI, Veronica Maria Rodege Gogola KOLLING",2018-12-28,2019-12-27,2021-09-28,,https://patents.google.com/patent/BR112021012231A2/en,
CN-103328499-A,Immune-modulating agents and uses therefor ,悉尼科技大学,"希拉·唐纳利, 马克·威廉·鲁宾逊, 约翰·派厄斯·多尔顿, 乔伊斯·多",2010-11-01,2011-11-01,2013-09-25,,https://patents.google.com/patent/CN103328499A/en,https://patentimages.storage.googleapis.com/b8/73/8d/f254961e38c6f3/HPA00001737880000011.png
CA-3196747-A1,Tablet for use in treating huntington's disease and method of making the same ,"Swathi PINNAMANENI, Akm Nasir Uddin, Mandar Vasant DALI, Ptc Therapeutics Inc.","Swathi PINNAMANENI, Akm Nasir Uddin, Mandar Vasant DALI",2020-11-13,2021-11-12,2022-05-19,,https://patents.google.com/patent/CA3196747A1/en,
KR-102794279-B1,Method for tracking the generation order of the generaed strands by linking information of the strands generated during the pcr process to create a cluster ,연세대학교 산학협력단,"방두희, 임현섭, 전소영",2020-11-27,2021-11-23,2025-04-15,2025-04-15,https://patents.google.com/patent/KR102794279B1/en,
WO-2008117179-A2,"Polynucleotides and polypeptides of human factor vii gene, snps ",Genodyssee,Jean-Louis Escary,2007-03-23,2008-03-21,2008-10-02,,https://patents.google.com/patent/WO2008117179A2/en,
US-7718372-B2,Genetic polymorphisms in the prostate-specific antigen gene promoter ,Wake Forest University Health Sciences,"Scott D. Cramer, Anuradha Rao, Jianfeng Xu, Bao-li Chang",2003-12-19,2007-08-28,2010-05-18,2010-05-18,https://patents.google.com/patent/US7718372B2/en,https://patentimages.storage.googleapis.com/49/ee/4f/19cc97b6c3730a/US07718372-20100518-D00001.png
RU-2703024-C1,Strain of influenza virus b/novosibirsk/40/2017-ma for studying therapeutic and preventive efficacy of antiviral preparations in vitro and in vivo ,"Федеральное государственное бюджетное научное учреждение ""Федеральный исследовательский центр фундаментальной и трансляционной медицины"" (ФИЦ ФТМ), Общество с ограниченной ответственностью Научно-производственный центр ""Химические технологии"" (ООО ""НПЦ ""ХТ"")","Елена Александровна Прокопьева, Ольга Григорьевна Курская, Иван Андреевич Соболев, Кирилл Александрович Шаршов, Татьяна Александровна Мурашкина, Анастасия Александровна Дёрко, Александр Юрьевич Алексеев, Александр Михайлович Шестопалов, Сергей Викторович Сысолятин, Александр Борисович Ворожцов, Ольга Евгеньевна Ваизова, Евгений Юрьевич Шерстобоев, Александр Михайлович Дыгай",2019-03-15,2019-03-15,2019-10-15,2019-10-15,https://patents.google.com/patent/RU2703024C1/en,https://patentimages.storage.googleapis.com/c6/ec/01/d102c3a9570539/00000026.png
JP-2021527250-A,Number of copies Variant cola ,ミリアド・ウィメンズ・ヘルス・インコーポレーテッド,"ハース，ケビン・アール, ホーン，スン・ヘ, カレタ，ピョートル, ホーガン，グレゴリー・ジョン",2018-06-06,2019-05-31,2021-10-11,,https://patents.google.com/patent/JP2021527250A/en,https://patentimages.storage.googleapis.com/05/0a/f5/b176636b230105/2021527250-49.png
ES-2387358-A1,Method for determining genetic predisposition to parkinson's disease ,Fundación Alzheimur,"Agustín Ruiz Laza, Mario Ezquerra Trabalón, Antonio González-Pérez, Javier Gayán Guardiola, Francisco Jesús Morón Civantos, José Miguel Carrasco Calancha, Luis Miguel Real Navarrete, Eduardo Tolosa Sarró",2011-02-25,2011-02-25,2012-09-20,,https://patents.google.com/patent/ES2387358A1/en,
US-2016304854-A1,Mitochondrial genome editing ,GenOva Laboratories LLC,"Juan Carlos Izpisua Belmonte, Pradeep Reddy Dubbaka Venu, Alejandro Ocampo, Keiichiro Suzuki, Yuji Tsunekawa",2015-04-16,2016-04-15,2016-10-20,,https://patents.google.com/patent/US20160304854A1/en,https://patentimages.storage.googleapis.com/af/14/62/03aab31cefaf85/US20160304854A1-20161020-D00001.png
CN-112618719-B,Application of RXFP1/3 inhibitor in preparation of medicine for preventing or treating adolescent idiopathic scoliosis ,张莉,张莉,2021-01-11,2021-01-11,2021-10-12,2021-10-12,https://patents.google.com/patent/CN112618719B/en,https://patentimages.storage.googleapis.com/d2/c4/c3/15e1252a778334/HDA0002891327410000011.png
US-2021048407-A1,Graphene-enabled dna bioesensors with enhanced sensitivity and specificity ,The Trustees Of The University Of Pennsylvania,"Alan T. Johnson, Jr., Zhaoli GAO, Han Xia",2018-03-09,2019-03-08,2021-02-18,,https://patents.google.com/patent/US20210048407A1/en,https://patentimages.storage.googleapis.com/a6/be/d6/07bf1f3f185232/US20210048407A1-20210218-D00000.png
CA-3135641-A1,Method for treating nonsense mutation mediated duchenne muscular dystrophy in pediatric patients ,"Ptc Therapeutics, Inc., Ronald Kong, Joseph William Mcintosh","Ronald Kong, Joseph William Mcintosh",2019-04-10,2020-04-09,2020-10-15,,https://patents.google.com/patent/CA3135641A1/en,
JP-4998266-B2,Liquid ejection device ,コニカミノルタホールディングス株式会社,"正和 伊達, 修敬 上野",2005-05-11,2006-05-09,2012-08-15,2012-08-15,https://patents.google.com/patent/JP4998266B2/en,
JP-WO2006129505-A1,Liquid ejection apparatus and liquid ejection method ,コニカミノルタホールディングス株式会社,"上野　修敬, 修敬 上野, 正和 伊達, 正和 伊達",2005-06-03,2006-05-22,2008-12-25,,https://patents.google.com/patent/JPWO2006129505A1/en,
CN-102134275-A,Epidermal growth factor receptor variant ,上海市肿瘤研究所,"李宗海, 王海, 周敏, 潘晓蓉, 顾健人, 杨胜利",2010-01-26,2010-01-26,2011-07-27,,https://patents.google.com/patent/CN102134275A/en,https://patentimages.storage.googleapis.com/7f/1c/9f/ccdbd2f5f1a7f4/HSA00000006471400011.png
CN-112040938-A,Solid forms of fasoracetam ,费城儿童医院,"汤姆·莱森, 理查德·艾伦·库奇, 迈克尔·保罗·雷内·吉洛特, 布拉姆·哈姆森, 托马斯·R·贝利, 马丁·阿佩尔曼",2018-01-18,2019-01-17,2020-12-04,,https://patents.google.com/patent/CN112040938A/en,https://patentimages.storage.googleapis.com/58/f3/45/f777806ac27edb/HDA0002676483200000011.png
CN-108197428-A,A kind of next-generation sequencing technologies copy number mutation detection method of parallel Dynamic Programming ,西安交通大学,"段君博, 万明习, 王玉平, 查尔斯·苏森, 大卫·布里, 杰罗姆·艾迪",2017-12-25,2017-12-25,2018-06-22,,https://patents.google.com/patent/CN108197428A/en,
CN-102816205-A,"Beta-profilin 1, and fragment and applications thereof ",中国科学院上海生命科学研究院,"裴钢, 赵简, 庄乐南",2011-06-09,2012-06-08,2012-12-12,,https://patents.google.com/patent/CN102816205A/en,https://patentimages.storage.googleapis.com/96/99/1f/f11cbc2a27a69f/HDA00001744795400011.png
CN-103571874-A,Application of BIGH3 in preparation of animal model with corneal dystrophy ,上海市第十人民医院,"王方, 廖昕, 崔红平",2012-08-09,2012-08-09,2014-02-12,,https://patents.google.com/patent/CN103571874A/en,https://patentimages.storage.googleapis.com/4e/83/af/9b37b1e6046c87/HDA00001992265400011.png
CN-102250230-A,"Rice OsI2 protein, gene for coding protein and application ",上海市农业生物基因中心,"刘灶长, 周立国, 段梅, 刘三雄, 刘运华, 孔德艳, 秦建英, 罗利军",2011-07-29,2011-07-29,2011-11-23,,https://patents.google.com/patent/CN102250230A/en,https://patentimages.storage.googleapis.com/82/bd/c9/fb809c6c1c26a6/HDA0000079825030000011.png
WO-2020117164-A1,Minimal biomarkers and related next-generation sequencing kit for diagnosing alzheimer's disease from intestinal microbiome ,T.C. Erciyes Universitesi,"Özkan Ufuk NALBANTOĞLU, Aycan GÜNDOĞDU, Emel KÖSEOĞLU",2018-12-03,2019-11-27,2020-06-11,,https://patents.google.com/patent/WO2020117164A1/en,
JP-2024528707-A,Blood matrix as a reference material for in-vitro diagnostics. ,センスアイディー ゲーエムベーハー,"ノヴァーク，ビョルン, ルーキン，アンジェリカ",2021-07-21,2022-07-21,2024-07-30,,https://patents.google.com/patent/JP2024528707A/en,
CN-107936109-A,Tumour antigen small peptide derived from SAGE1 ,广东香雪精准医疗技术有限公司,"李懿, 余晓红, 龚海平, 刘秋萍, 陈琳, 吴万里",2016-10-12,2017-10-11,2018-04-20,,https://patents.google.com/patent/CN107936109A/en,
EP-3048163-B1,Particle filtering device and particle filtering method ,UNIST (Ulsan National Institute of Science and Technology),"Yoon-Kyoung Cho, Tae-Hyeong Kim",2014-11-20,2015-04-30,2020-04-08,2020-04-08,https://patents.google.com/patent/EP3048163B1/en,https://patentimages.storage.googleapis.com/98/4c/f9/19002e681cfbab/imgf0001.png
US-2010239501-A1,Gene sensitive to bone/joint disease and use thereof ,"Riken, Takeda Pharmaceutical Company Limited","Shiro Ikegawa, Hideyuki Mototani",2007-06-12,2008-06-11,2010-09-23,,https://patents.google.com/patent/US20100239501A1/en,https://patentimages.storage.googleapis.com/9a/c5/9a/2688a46e065729/US20100239501A1-20100923-D00000.png
CN-108250289-A,Tumour antigen small peptide from MAGE B6 ,广东香雪精准医疗技术有限公司,"李懿, 余晓红, 龚海平, 刘秋萍, 陈琳, 吴万里",2016-12-28,2016-12-28,2018-07-06,,https://patents.google.com/patent/CN108250289A/en,
RU-2595373-C1,Kit for dna detection of bovine immunodeficiency provirus containing a pair of specific primers and probe and diagnostic technique for cattle immunodeficiency virus by polymerase chain reaction in real time ,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Саратовский государственный аграрный университет имени Н.И. Вавилова""","Екатерина Сергеевна Красникова, Ольга Сергеевна Ларионова, Александр Владимирович Красников, Гуля Хайлятдиновна Утанова",2015-06-23,2015-06-23,2016-08-27,2016-08-27,https://patents.google.com/patent/RU2595373C1/en,https://patentimages.storage.googleapis.com/fc/d8/a9/8c2606cef3dd66/00000004.png
CN-102028935-A,"Method for forecasting, preventing and treating septicemia and septic shock and kit ",上海南方基因科技有限公司,"王志勤, 江宏铨, 张新",2009-09-29,2009-09-29,2011-04-27,,https://patents.google.com/patent/CN102028935A/en,https://patentimages.storage.googleapis.com/e7/d4/0d/b5c2cffef7ed8b/H2009101968485E0000011.png
CN-106478797-B,Tumour antigen small peptide from SAGE1 ,广东香雪精准医疗技术有限公司,"李懿, 余晓红, 龚海平, 刘秋萍, 陈琳, 吴万里",2015-12-10,2015-12-10,2018-03-30,2018-03-30,https://patents.google.com/patent/CN106478797B/en,
CN-107266552-A,Tumour antigen small peptide from PRAME ,广州市香雪制药股份有限公司,"李懿, 余晓红, 龚海平, 刘秋萍, 陈琳, 吴万里",2016-03-30,2017-03-21,2017-10-20,,https://patents.google.com/patent/CN107266552A/en,
CN-111337416-A,Multi-channel sheath flow structure and label-free micro-fluidic cytometer and method thereof ,山东大学,"苏绚涛, 张淑雨",2020-03-13,2020-03-13,2020-06-26,,https://patents.google.com/patent/CN111337416A/en,https://patentimages.storage.googleapis.com/0a/ec/e4/1cb5d6d42a2b69/HDA0002410659820000011.png
JP-2007252249-A,"Organic compound synthesizer, light irradiation device, organic compound synthesis substrate, and organic compound synthesis method ","Oki Electric Ind Co Ltd, 沖電気工業株式会社, Oki Data Corp, 株式会社沖データ, Oki Degital Imaging:Kk, 株式会社沖デジタルイメージング","Hideaki Okayama, 秀彰 岡山",2006-03-22,2006-03-22,2007-10-04,,https://patents.google.com/patent/JP2007252249A/en,https://patentimages.storage.googleapis.com/5a/aa/f8/0576f94a9a0e35/2007252249-3.png
CN-113930495-A,Prediction model of tacrolimus initial dose after liver transplantation and individualized application thereof ,上海市第一人民医院,"彭志海, 刘园, 张金彦, 张坤, 苏昭杰, 史宝洁, 王杰, 王瑞, 肖毅",2021-10-18,2021-10-18,2022-01-14,,https://patents.google.com/patent/CN113930495A/en,https://patentimages.storage.googleapis.com/6a/54/e1/d17b8f57369650/HDA0003309149480000011.png
BR-112020015168-A2,COMPOSITION UNDERSTANDING NEW LACTOBACILLUS SALIVARIUS SPECIES AND METHOD FOR THE PREVENTION AND TREATMENT OF OTITIS AND UPPER AIRWAY INFECTIONS ,"Probisearch, S.L.U","Esther Antonia Jiménez Quintana, Juan Miguel Rodríguez Gómez",2018-01-26,2019-01-25,2020-12-29,,https://patents.google.com/patent/BR112020015168A2/en,
US-10385391-B2,Entangled mate sequencing ,President And Fellows Of Harvard College,"Frederick P. Roth, Joseph C. Mellor, Yong Lu, Mark Chee",2009-09-22,2010-09-22,2019-08-20,2019-08-20,https://patents.google.com/patent/US10385391B2/en,https://patentimages.storage.googleapis.com/19/fd/35/0510b01fff6bcd/US10385391-20190820-D00001.png
CN-112280906-A,DPO-PCR primer pair for detecting arabis mosaic virus and bean pod mottle virus and application thereof ,湛江海关技术中心,"袁俊杰, 马新华, 卢乃会, 杨卓瑜, 魏霜, 刘芳, 李冠斯, 谢小燕, 陈文�",2020-12-04,2020-12-04,2021-01-29,,https://patents.google.com/patent/CN112280906A/en,https://patentimages.storage.googleapis.com/1b/05/8b/d5bf1e671f0600/HDA0002815750140000011.png
US-2010169023-A1,Computational methods and systems for suggesting modulators of CYP450 as treatment options ,"Searete Llc, A Limited Liability Corporation Of State Of Delaware","Mahalaxmi Gita Bangera, Roderick A. Hyde, Elizabeth A. Sweeney, Lowell L. Wood, JR.",2008-12-30,2008-12-30,2010-07-01,,https://patents.google.com/patent/US20100169023A1/en,https://patentimages.storage.googleapis.com/49/e2/30/1957bb3313c001/US20100169023A1-20100701-D00000.png
CN-104498346-A,Micron-hole-based apparatus for rapidly screening and collecting healthy sperms and application method of micron-hole-based apparatus ,"张群, 万源, 王礼学",万源,2014-12-12,2014-12-12,2015-04-08,,https://patents.google.com/patent/CN104498346A/en,
CN-107502670-A,The molecular labeling and its application method of the low palmitic acid content of sunflower (Helianthus annuus) ,陶氏益农公司,"X·胡, M·沙利文-吉尔伯特, J·E·巴克伦, J·T·格迪斯",2012-03-20,2013-03-15,2017-12-22,,https://patents.google.com/patent/CN107502670A/en,
CN-117238375-A,"Detection system, device and method for analyzing chromosome aneuploidy and parental pollution of embryo ",苏州贝康医疗器械有限公司,"董方方, 齐丽娜, 孔令印, 梁波",2023-07-20,2023-07-20,2023-12-15,,https://patents.google.com/patent/CN117238375A/en,
WO-2022226647-A1,Systems and methods for detection and 3d imaging of cell junctions of blastocysts and other biological structures ,The Governing Council Of The University Of Toronto,"Yu Sun, Guanqiao SHAN, Changsheng DAI, Zhuoran ZHANG",2021-04-27,2022-04-27,2022-11-03,,https://patents.google.com/patent/WO2022226647A1/en,
CN-114999572-B,"Method, device, readable medium and apparatus for designing primer ",圣湘生物科技股份有限公司,"陈明, 郭鑫武, 李淼, 戴立忠",2022-07-13,2022-07-13,2024-07-26,2024-07-26,https://patents.google.com/patent/CN114999572B/en,
CN-110693886-A,Medicine for preventing and treating malformation and lesion of cerebral cavernous vessels ,天津医科大学,郑祥建,2018-07-09,2018-07-09,2020-01-17,,https://patents.google.com/patent/CN110693886A/en,https://patentimages.storage.googleapis.com/42/13/d8/5166c17b35ada7/HDA0001724553690000011.png
CN-113743609-A,"A multi-signal-oriented fast breakpoint detection method, system, device and storage medium ",西安交通大学,"段君博, 王青, 刘轩宇",2021-08-27,2021-08-27,2021-12-03,,https://patents.google.com/patent/CN113743609A/en,https://patentimages.storage.googleapis.com/37/a1/ee/0e44a4fe4bccf7/HDA0003234264720000011.png
CN-102584956-A,Novel mutain and coding gene of related gene IFNA 2 of chronic viral hepatitis type b and application thereof ,中山大学,"王一鸣, 黄玮俊, 彭亮, 赵强, 李奇斌, 裴元元, 袁萍, 高志良",2012-02-13,2012-02-13,2012-07-18,,https://patents.google.com/patent/CN102584956A/en,https://patentimages.storage.googleapis.com/e8/e7/89/abf8ea8c54aa45/120213114918.png
US-2012053846-A1,Two-Dimensional Linkage Study Methods ,"Mcginnis Ralph Evan, Mcginnis Robert Owen","Ralph Evan McGinnis, Robert Owen McGinnis",1998-02-26,2011-09-23,2012-03-01,,https://patents.google.com/patent/US20120053846A1/en,https://patentimages.storage.googleapis.com/55/a7/ee/91195689baa28f/US20120053846A1-20120301-D00000.png
EP-3725313-A1,Composition or method including (t)ew-7197 for treating or preventing corneal endothelial diseases ,"The Doshisha, Senju Pharmaceutical Co., Ltd.","Noriko Koizumi, Naoki Okumura, Mayumi Yamamoto",2017-12-13,2018-12-13,2020-10-21,,https://patents.google.com/patent/EP3725313A1/en,https://patentimages.storage.googleapis.com/aa/12/6d/cf75b12c3ebd07/imgf0001.png
JP-6210484-B2,Method for producing strand-exchanged double-stranded oligonucleotide ,"国立大学法人北陸先端科学技術大学院大学, 国立大学法人電気通信大学","健造 藤本, 健造 藤本, 中村　重孝, 重孝 中村, 浩寿 橋本, 浩寿 橋本, 聡 小林, 聡 小林",2013-06-25,2013-06-25,2017-10-11,2017-10-11,https://patents.google.com/patent/JP6210484B2/en,
JP-5682124-B2,"Biological substance measuring device, biological substance measuring method and in vivo circulating tumor cell measuring method ",セイコーエプソン株式会社,"片瀬　誠, 誠 片瀬",2010-03-12,2010-03-12,2015-03-11,2015-03-11,https://patents.google.com/patent/JP5682124B2/en,
JP-2010263845-A,Nucleic acid analysis method and nucleic acid analyzer ,"Hitachi High-Technologies Corp, 株式会社日立ハイテクノロジーズ","Akira Hamada, 彰 浜田, Sayuri Nomura, 小百合 野村, Masatoshi Narahara, 正俊 奈良原, Takuya Matsui, 拓也 松井",2009-05-15,2009-05-15,2010-11-25,,https://patents.google.com/patent/JP2010263845A/en,https://patentimages.storage.googleapis.com/14/2d/6a/5ad6f0473e9c5f/2010263845-5.png
JP-2019517516-A,New treatment of SMA ,"エフ．ホフマン−ラ ロシュ アーゲーＦ． Ｈｏｆｆｍａｎｎ−Ｌａ Ｒｏｃｈｅ Ａｋｔｉｅｎｇｅｓｅｌｌｓｃｈａｆｔ, エフ．ホフマン−ラ  ロシュ  アーゲー","ブレットラー，トーマス, マッカーシー，キャスリーン・ドロシー, サンヴァルト・デュクレイ，パトリシア, シェデリ・シュタルク，フランツィスカ",2016-06-03,2017-05-31,2019-06-24,,https://patents.google.com/patent/JP2019517516A/en,
JP-2010243223-A,Nucleic acid analysis device and nucleic acid analysis apparatus ,"Hitachi High-Technologies Corp, 株式会社日立ハイテクノロジーズ","Takayuki Obara, 隆之 小原, Toshiro Saito, 俊郎 齋藤, Masatoshi Narahara, 正俊 奈良原, Naoshi Itabashi, 直志 板橋, Takeshi Fujita, 毅 藤田, Hiroshi Yoshida, 博史 吉田",2009-04-02,2009-04-02,2010-10-28,,https://patents.google.com/patent/JP2010243223A/en,https://patentimages.storage.googleapis.com/39/4d/fa/606d4518905d00/2010243223-3.png
CN-113684129-A,Embryo detection microfluidic chip and embryo detection system ,哈尔滨工业大学（深圳）,"朱永刚, 佟文强, 史佳明, 陈华英, 暴钰成",2021-08-09,2021-08-09,2021-11-23,,https://patents.google.com/patent/CN113684129A/en,https://patentimages.storage.googleapis.com/ea/11/05/abd046547d0239/HDA0003202479680000011.png
JP-2012165673-A,Method of repeating fusion and division of microcompatmenent ,"Japan Science & Technology Agency, 独立行政法人科学技術振興機構","Tetsuya Yomo, 哲也 四方, Hiroaki Suzuki, 宏明 鈴木, Hidetoshi Terasawa, 秀俊 寺沢",2011-02-10,2011-02-10,2012-09-06,,https://patents.google.com/patent/JP2012165673A/en,
WO-2007029498-A1,Patient information management system and its method ,Signpost Corporation,"Atsuhiko Kurokawa, Yuuri Arakawa, Nana Ozaki, Mutsuhisa Fukui",2005-09-06,2006-08-23,2007-03-15,,https://patents.google.com/patent/WO2007029498A1/en,
CN-101362798-A,Candida albicans hyphae growth inhibitory factor and its use ,中国科学院上海生命科学研究院,"陈江野, 李砚东",2007-08-08,2007-08-08,2009-02-11,,https://patents.google.com/patent/CN101362798A/en,https://patentimages.storage.googleapis.com/36/1b/5d/3f654329e31f74/A200710044673E00291.png
JP-2007105057-A,"DNA chain extension method, DNA chain amplification method, and DNA array extension microarray ","Sumitomo Bakelite Co Ltd, 住友ベークライト株式会社, Dna Chip Research Inc, 株式会社Ｄｎａチップ研究所, Kenji Kinoshita, 健司 木下","Kenji Kinoshita, 健司 木下",2004-12-09,2007-01-29,2007-04-26,,https://patents.google.com/patent/JP2007105057A/en,https://patentimages.storage.googleapis.com/d1/17/1a/bf81dcb31e5495/2007105057-9.png
US-5541067-A,Method and system for genotyping ,Perlin; Mark W.,Mark W. Perlin,1994-06-17,1994-09-29,1996-07-30,1996-07-30,https://patents.google.com/patent/US5541067A/en,https://patentimages.storage.googleapis.com/80/56/5d/f859e56c239644/US5541067-drawings-page-2.png
EP-1383927-B1,New polynucleotides and polypeptides of the erythropoietin gene ,GenOdyssee,Jean-Louis Escary,2001-04-04,2002-03-29,2009-07-08,2009-07-08,https://patents.google.com/patent/EP1383927B1/en,https://patentimages.storage.googleapis.com/e9/f4/11/67b065c0871338/imgf0001.png
JP-4619350-B2,Diagnosis and prognosis of breast cancer patients ,"ロゼッタ  インファーマティクス  エルエルシー, ザ  ネザーランズ  キャンサー  インスティチュート","ヴィア，ローラ，ヨハンナ ファント, ヘ，ユドン",2003-01-15,2004-01-15,2011-01-26,2011-01-26,https://patents.google.com/patent/JP4619350B2/en,https://patentimages.storage.googleapis.com/ed/b3/de/258d47e5fbb943/0004619350-130.png
US-6063573-A,Cycling probe technology using electron transfer detection ,"Clinical Micro Sensors, Inc.",Jon Faiz Kayyem,1998-01-27,1998-01-27,2000-05-16,2000-05-16,https://patents.google.com/patent/US6063573A/en,https://patentimages.storage.googleapis.com/a8/8c/db/44170c778558e4/US6063573-drawings-page-2.png
EP-0983385-B1,Prediction of inflammatory disease associated with il-1 geneloci polymorphisms ,"Interleukin Genetics, Inc.","Gordon Duff, Angela Cox, Nicola Jane Camp, Francesco Saverio De Giovine",1997-05-29,1998-05-21,2010-03-31,2010-03-31,https://patents.google.com/patent/EP0983385B1/en,https://patentimages.storage.googleapis.com/52/b0/79/22b05e56260c38/imgf0001.png
US-5834203-A,Method for classification of pixels into groups according to their spectra using a plurality of wide band filters and hardwire therefore ,Applied Spectral Imaging,"Nir Katzir, David Wine, Yuval Garini, Dario Cabib",1997-08-25,1997-08-25,1998-11-10,1998-11-10,https://patents.google.com/patent/US5834203A/en,https://patentimages.storage.googleapis.com/a7/60/b6/1f5bad96f2fe31/US5834203-drawings-page-2.png
